"No","調査コース","二次メッシュ","lat1","lon1","lat2","lon2","標高(m)","海外線からの距離(km)","1990-2010年代の在不在の比較","1990の観測数","2010年の観測数","都道府県コード","2010 Total Precipitation (mm) within 20km□"
"1377","210-038","543700","36.0293","137.00338","36.01957","137.03258","925","68.32979322","1","0","2","21","71038.76"
"1378","210-040","543702","36.05812","137.28544","36.04991","137.30149","668.1","77.65057615","1","0","1","21","60034.133"
"1379","210-042","543704","36.049333","137.563044","36.08005","137.56953","1293.2","81.74787722","0","0","0","0","57089.555"
"1380","210-044","533676","35.99071","136.76916","36.00233","136.7984","730","56.39256887","1","0","4","21","71096.54"
"1381","210-045","533677","36.00026","136.91519","35.98238","136.94105","914.4","64.68794447","0","0","0","0","71879.79"
"1382","210-047","533771","35.97467","137.18579","35.9635","137.1968","718.9","84.96952891","0","0","0","0","64929.848"
"1383","210-049","533773","35.96875","137.45306","35.97683","137.4296","1336","88.50016864","0","0","0","0","59241.785"
"1384","210-052","533667","35.87816","136.87884","35.86307","136.87212","408.1","71.26194519","0","0","0","0","75275.34"
"1385","210-053","533760","35.85622","137.08606","35.86437","137.10366","715.2","86.45305481","1","0","1","21","67850.64"
"1386","210-055","533762","35.89854","137.31622","35.88826","137.28736","668.3","95.38018448","0","0","0","0","62073.516"
"1387","210-058","533653","35.78836","136.393","35.794261","136.400125","1042.9","26.51893526","0","0","0","0","58727.688"
"1388","210-058b","533653","35.797442","136.401325","35.788361","136.393","855.9","27.33381592","0","0","0","0","59247.21"
"1389","210-062","533657","35.80322","136.94519","35.81713","136.96881","366.2","76.46081334","0","1","1","21","71455.08"
"1390","210-063","533750","35.77674","137.07849","35.78303","137.06167","451.6","77.69449206","0","0","0","0","64626.51"
"1391","210-065","533752","35.77393","137.32522","35.78634","137.34129","662.9","85.237589","0","0","0","0","62552.055"
"1392","210-068","533643","35.68918","136.41516","35.67069","136.39147","400.8","29.02494861","1","0","3","21","57587.492"
"1393","210-069","533644","35.70825","136.58228","35.71479","136.58086","401","43.81627363","0","0","0","0","63945.344"
"1394","210-070","533645","35.69825","136.67202","35.70677","136.66795","415.4","52.01198799","0","0","0","0","65029.65"
"1395","210-071","533646","35.700214","136.860528","35.690533","136.846711","355.1","67.30491205","0","0","0","0","69154.66"
"1396","210-074","533741","35.7144","137.13819","35.71724","137.15681","280.2","72.48100844","1","0","1","21","59743.15"
"1397","210-076","533743","35.74873","137.39769","35.75296","137.4111","974.2","86.12572252","0","0","0","0","61537.14"
"1398","210-079","533633","35.59675","136.42199","35.62985","136.39991","241.2","31.99819084","0","8","1","21","55581.82"
"1399","210-080","533634","35.65468","136.6149","35.64167","136.60143","223","47.48000671","0","0","0","0","63443.664"
"1400","210-081","533635","35.63723","136.70459","35.64056","136.68429","205.1","55.81397827","0","0","0","0","63570.703"
"1401","210-082","533636","35.63392","136.82235","35.64991","136.85447","190.6","60.15202893","0","0","0","0","64412.49"
"1402","210-083","533637","35.6409","136.91879","35.64347","136.90017","423.3","60.74054662","1","0","1","21","63743.9"
"1403","210-085","533731","35.643311","137.221503","35.65811","137.22547","364.5","68.05632205","0","0","0","0","57800.285"
"1404","210-086","533732","35.62944","137.36171","35.64287","137.34162","555.9","73.35504606","0","0","0","0","59565.41"
"1405","210-090","533623","35.55219","136.46164","35.53932","136.42808","315.4","37.11588766","1","0","1","21","55086.098"
"1406","210-091","533624","35.52723","136.60481","35.53164","136.5779","89.7","50.19369295","0","0","0","0","58754.98"
"1407","210-093","533626","35.55509","136.86837","35.5543","136.85659","163.1","51.18790117","0","0","0","0","61344.277"
"1408","210-095","533730","35.562823","137.090192","35.5816","137.09655","221","55.16121461","0","0","0","0","50707.08"
"1409","210-097","533722","35.5695","137.31161","35.58427","137.31131","787.7","65.30685358","0","0","0","0","56570.92"
"1410","210-099","533724","35.56883","137.59468","35.55462","137.58844","458.9","82.97730092","0","0","0","0","63696.367"
"1411","210-101","533613","35.46526","136.45814","35.43444","136.44616","216.3","41.15138112","1","0","2","21","51655.754"
"1412","210-103","533615","35.47185","136.73763","35.46163031","136.7421107","16.8","43.65356935","0","0","0","0","57443.816"
"1413","210-105","533617","35.43487","136.90637","35.4419","136.88927","88.7","37.8538988","0","0","0","0","54067.555"
"1414","210-107","533711","35.43653","137.23968","35.454911","137.236758","377.6","49.65192053","1","0","1","21","50230.348"
"1415","210-108","533712","35.47714","137.3044","35.48965","137.30262","601.1","56.89544381","1","0","1","21","54222.47"
"1416","210-109","533713","35.48901","137.46572","35.4919","137.46726","376.9","68.32142317","0","0","0","0","60951.13"
"1417","210-110","533714","35.44255","137.53262","35.44301","137.52564","645.5","70.10115755","0","0","0","0","62274.316"
"1418","210-112","533603","35.36976","136.47094","35.3675","136.45633","150.2","43.90033644","0","0","0","0","49204.465"
"1419","210-113","533604","35.36266","136.51752","35.350909","136.51259","80","41.35117697","1","0","1","21","49865.22"
"1420","210-115","533606","35.36968","136.83594","35.36659","136.83884","16.8","30.82801537","0","0","0","0","52522.785"
"1421","210-118","533701","35.36336","137.19667","35.35584","137.21668","134.9","40.96733252","0","0","0","0","46847.62"
"1422","210-119","533702","35.37355","137.35143","35.36626","137.33963","476.4","52.22799785","0","0","0","0","55037.59"
"1423","210-120","533703","35.35972","137.45198","35.36603","137.45687","699.4","59.02622157","0","1","2","21","58501.844"
"1424","210-121","533704","35.40538","137.59764","35.41965","137.61742","1182.9","71.43461684","1","0","1","21","63570.965"
"1425","210-123","523673","35.27516","136.46549","35.268325","136.449142","139.4","35.09705462","0","0","0","0","47315.94"
"1426","210-124","523674","35.29433","136.61638","35.25794","136.61591","10","30.37946502","0","0","0","0","49717.64"
"1427","210-127","523771","35.31439","137.22763","35.30387","137.22886","328.4","39.30901639","0","0","0","0","48055.54"
"1428","210-129","523773","35.30183","137.43627","35.31905","137.44925","461.9","54.78401395","0","0","0","0","57598.992"
"1429","210-133","523665","35.22467","136.67623","35.17685","136.67374","10.1","20.96284488","0","0","0","0","47635.113"
"1430","220-009","533801","35.36469","138.1589","35.37348","138.14609","1623.6","46.49804859","-1","1","0","22","75179.19"
"1431","220-011","533804","35.37892","138.57494","35.38781","138.57998","776.3","27.8108707","1","0","4","22","73691.34"
"1432","220-012","533805","35.33759","138.73999","35.33896","138.74302","2371.2","21.78163494","0","0","0","0","70634.12"
"1433","220-013","533806","35.3648","138.78098","35.36828","138.7774","1884.5","25.6286708","0","0","0","0","67478.2"
"1434","220-014","533807","35.34749","138.89578","35.33912","138.88518","626.3","25.79863598","1","0","1","22","64213.383"
"1435","220-019","523872","35.31791","138.35808","35.31517","138.34657","1404.1","30.04509526","0","1","2","22","81979.13"
"1436","220-020","523873","35.2823","138.41992","35.26765","138.41463","206.9","23.60064445","1","0","1","19","78418.73"
"1437","220-021","523874","35.31047","138.56994","35.30205","138.56899","458","21.12960167","0","0","0","0","75849.43"
"1438","220-022","523875","35.32346","138.72033","35.32284","138.71037","1740.9","19.96329152","0","2","2","22","71834.664"
"1439","220-023","523876","35.30802","138.77566","35.304333","138.765383","1427.4","19.53353739","0","0","0","0","69701.38"
"1440","220-027","523767","35.23474","137.90069","35.25276","137.91112","659.6","54.69497965","-1","6","0","22","70234.02"
"1441","220-028","523860","35.17573","138.11847","35.17832","138.10216","535","35.94460667","1","0","7","22","74647.17"
"1442","220-029","523861","35.17931","138.18657","35.18816","138.20258","482.8","32.4453979","0","0","0","0","73394.26"
"1443","220-030","523862","35.23788","138.34037","35.23217","138.31841","435.6","24.8261748","0","0","0","0","77026.38"
"1444","220-034","523866","35.24979","138.8418","35.25049","138.82897","606.5","14.95405359","0","1","4","22","68044.67"
"1445","220-038","523757","35.151664","137.939174","35.161105","137.954409","1230.3","46.30697636","0","0","0","0","70499.45"
"1446","220-039","523850","35.133207","138.043452","35.1364","138.049933","1409.3","37.49241264","0","0","0","0","72846.84"
"1447","220-041","523852","35.11211","138.30792","35.10907","138.28633","209.5","19.15840287","0","0","0","0","70543.34"
"1448","220-042","523853","35.09262","138.41094","35.10692","138.40672","742.9","10.13100689","1","0","3","22","69758.305"
"1449","220-043","523854","35.14807","138.58557","35.14354","138.56076","429.2","4.148420233","1","0","2","22","72087.055"
"1450","220-044","523855","35.146669","138.743372","35.1458","138.71997","2.1","1.636039634","1","0","1","22","72118.42"
"1451","220-045","523855","35.13995","138.74855","35.1406","138.76097","1.1","0.8888814349","0","0","0","0","71969.82"
"1452","220-052","523841","35.0079","138.14691","35.00392","138.17386","270.2","21.79752655","0","2","3","22","69586.586"
"1453","220-053","523842","35.05326","138.34385","35.0483","138.36756","99","13.84239347","0","0","0","0","68807.805"
"1454","220-054","523843","35.06332","138.41167","35.08091","138.4076","171.8","8.276342535","0","0","0","0","69250.414"
"1455","220-057","523847","35.05279","138.95685","35.05553","138.97376","19.3","4.644402162","0","0","0","0","68453.336"
"1456","220-058a","523940","35.04252","139.08015","35.0366","139.07537","12.8","0.5121052662","0","0","0","0","64601.06"
"1457","220-058b","523940","35.03585","139.08848","35.03936","139.09796","217.9","1.001802541","0","0","0","0","64474.31"
"1458","220-062","523737","34.9459","137.88328","34.94143","137.90137","114.2","30.97765816","0","0","0","0","62813.53"
"1459","220-065","523832","34.98749","138.29533","34.97775981","138.2821965","58.2","9.587640911","0","0","0","0","67377.69"
"1460","220-066","523833","34.96767","138.43573","34.97831","138.45086","42.6","3.46191603","0","0","0","0","68291.02"
"1461","220-067","523834","34.99927","138.52019","34.97672","138.49933","6.8","0.6634334319","0","0","0","0","68859.1"
"1462","220-068","523836","34.9863","138.86645","34.97967","138.83943","402","3.583986749","0","0","0","0","68796.71"
"1463","220-070","523930","34.94898","138.99703","34.93564","139.00961","136.7","9.48341515","1","0","1","22","69274.73"
"1464","220-074","523726","34.85041","137.801","34.84533","137.77529","66.9","20.92518471","1","0","7","22","57588.9"
"1465","220-076","523820","34.9134","138.05926","34.89746","138.0623","523.7","24.6977591","0","10","5","22","64693.29"
"1466","220-077","523821","34.88339","138.13893","34.89732","138.1516","124.9","17.00623199","1","0","2","22","63972.4"
"1467","220-080","523827","34.8473","138.96102","34.85813","138.98595","1178.6","10.60222722","0","0","0","0","66901.99"
"1468","220-085","523715","34.80107","137.63487","34.82451","137.63159","1.1","13.91127326","0","0","0","0","54622.703"
"1469","220-086","523716","34.790402","137.827016","34.780772","137.839784","20","14.85731759","0","0","0","0","58105.824"
"1470","220-089","523811","34.78736","138.20752","34.79321","138.18384","39.7","6.293584219","0","0","0","0","64134.94"
"1471","220-090","523812","34.76593","138.28922","34.76432","138.26503","5.7","0.2272038581","0","0","0","0","65692.734"
"1472","220-092","523816","34.75884","138.85779","34.77039","138.85936","200.6","7.48821208","0","11","1","22","64898.996"
"1473","220-094","523910","34.7674","139.02701","34.7842","139.03993","9.6","0.2057970179","1","0","1","22","66563.06"
"1474","220-096","523704","34.71265226","137.602597","34.72443401","137.5876195","4.6","3.884839512","0","0","0","0","55785.484"
"1475","220-099","523707","34.73147","137.97641","34.734895","138.000586","70.5","7.353588916","0","0","0","0","61225.78"
"1476","220-100","523800","34.73262","138.01458","34.74054","138.00724","110.4","8.045125275","0","0","0","0","61802.883"
"1477","220-105","523807","34.73976","138.95289","34.74672","138.93723","342.5","3.824258514","0","1","2","22","65554.9"
"1478","220-108","513776","34.6502","137.79759","34.6559","137.81035","5.7","0.6205612149","0","0","0","0","58845.902"
"1479","220-110","513870","34.66323","138.06547","34.64977","138.06463","5.2","0.649660476","1","0","5","22","62685.742"
"1480","220-113","513876","34.61347","138.84932","34.62739","138.84814","4.5","0.05121043415","0","1","3","22","63293.04"
"1481","230-003","533607","35.37104","136.94971","35.37046","136.97674","49.5","31.24182174","0","0","0","0","49361.004"
"1482","230-007","523677","35.31881","136.98518","35.32694","136.98719","57.3","26.45843846","0","0","0","0","45892.047"
"1483","230-015","523667","35.17368","136.97175","35.16986","136.98154","45.4","11.65081108","1","0","2","23","42675.848"
"1484","230-016","523760","35.25128","137.04067","35.24664889","137.048588","52.2","22.29863982","0","0","0","0","42330.555"
"1485","230-017","523761","35.24003","137.14032","35.239483","137.148336","208.4","27.98401773","0","0","0","0","43359.375"
"1486","230-018","523762","35.18325","137.27116","35.20038","137.29777","91.4","35.89044818","0","0","0","0","50152.25"
"1487","230-019","523763","35.21996","137.42373","35.20465","137.42854","336.9","46.8587648","0","0","0","0","57061.746"
"1488","230-021","523765","35.22518","137.65893","35.23139","137.65928","1245","56.48248759","0","1","2","23","64297.984"
"1489","230-023","523655","35.15966","136.7015","35.14411","136.69528","-1","14.22645993","0","0","0","0","45816.74"
"1490","230-026","523750","35.11723","137.00591","35.10834","137.0145","38.4","10.6469069","0","0","0","0","42282.39"
"1491","230-028","523752","35.1299","137.31423","35.1322","137.32835","136","35.21420906","1","0","3","23","52321.44"
"1492","230-029","523753","35.119558","137.476883","35.114761","137.464964","907","37.98736672","0","0","0","0","58516.19"
"1493","230-030","523754","35.15001","137.5537","35.15152","137.54637","698","44.25703057","0","0","0","0","61097.23"
"1494","230-035","523647","35.0722","136.94642","35.0657","136.95322","23","4.640494797","0","0","0","0","42917.195"
